,topic,words,primitives,category,primitives_corrected,primitives_corrected_1,primitives_corrected_2
258,258,"['bedijking' 'omslag' 'goedereede' 'middelharnas' 'ingelanden' 'kosten'
 'duisent' 'haven' 'besteet' 'somma' 'jaarlijks' 'paalen' 'octroij'
 'besteed' 'mogte' 'lengte' 'eijgendom' 'supplianten' 'bepaalt' 'fondsen'
 'capitaal' 'penningen' 'kunnen' 'roeden' 'gemaakt' 'verbetering' 'gedane'
 'bedraagt' 'vereischt' 'benoorden' 'einde' 'staat' 'bequaam' 'penn'
 'betaling' 'gemet' 'betaalt' 'gemaakte' 'duizend' 'werk' 'buiten'
 'slatten' 'intrest' 'dertig' 'dijken' 'gemeten' 'polder' 'zulx' 'lands'
 'offschoon']",133,10,92,46,68
259,259,"['staart' 'comeet' 'vertoonde' 'sterre' 'graden' 'steert' 'zon' 'gezien'
 'sterren' 'noorden' 'maan' 'kimmen' 'zag' 'oog' 'verdweenen' 'westen'
 'oosten' 'heldere' 'rooklucht' 'hoogte' 'noordwesten' 'zuiden'
 'wolkentjes' 'lang' 'gedaante' 'helder' 'gezicht' 'dampen' 'bleek'
 'nagts' 'ongeveer' 'toen' 'verdween' 'kleine' 'lugt' 'daauw' 'weerlicht'
 'rondsom' 'gesien' 'zichtbaar' 'strekte' 'vertoond' 'duurde' 'allerlei'
 'dampige' 'bijzonder' 'tweemaal' 'vertoonden' 'onderscheidene' 'noord']",133,3,110,56,36
260,260,"['suffragaen' 'geweyd' 'bisschop' 'aertsbisschop' 'aerts' 'cardinael'
 'eminentie' 'bisschoppen' 'joannes' 'verrandert' 'heilige' 'aertsbisdom'
 'heilig' 'gecoosen' 'heyligheyd' 'claude' 'xx' 'petrus' 'kerck' 'tydstip'
 'plebaen' 'pastoor' 'heylig' 'peeters' 'feestdagh' 'eveque' 'heyligh'
 'kerke' 'cruys' 'vranckryk' 'parys' 'bisschoppelyke' 'arts' 'sint'
 'jesuiten' 'franc' 'gewyd' 'artsbisschop' 'wird' 'bisdom' 'dagh'
 'geestelykheyd' 'pierre' 'geboren' 'genoemt' 'suffragant' 'junii' 'jean'
 'saint' 'priester']",133,14,34,40,64
261,261,"['jesu' 'christi' 'jaerschrift' 'jesus' 'klaer' 'christus' 'jesuiten'
 'godts' 'ecclesia' 'heijlige' 'heijligen' 'latynsche' 'konst' 'heylige'
 'dijnen' 'goddelijcke' 'hemelvaert' 'begin' 'hic' 'fuit' 'noijt'
 'heijlig' 'nobis' 'geboorte' 'maget' 'heyligen' 'societeijt' 'ondergang'
 'quia' 'sed' 'paters' 'leser' 'domino' 'goddeloose' 'naem' 'voorwaer'
 'feestdag' 'leeringe' 'iaer' 'verhoert' 'welckers' 'oogen' 'passie'
 'quod' 'pius' 'eeuw' 'beelt' 'gelijck' 'hijlige' 'societeyt']",133,14,31,30,59
262,262,"['nicolaas' 'hendrik' 'abraham' 'willem' 'jacob' 'adriaan' 'verkooren'
 'corn' 'daniel' 'hend' 'dirk' 'theodorus' 'erfstadhouder' 'aangesteld'
 'mr' 'frederik' 'cornelis' 'scheepenen' 'gerrart' 'doorluchtige' 'warrij'
 'junior' 'hoogheid' 'verkoren' 'gerrit' 'aarnout' 'burgermeester' 'johan'
 'beels' 'jacobus' 'besemer' 'doorl' 'johannes' 'raad' 'overgeleverde'
 'fredrik' 'leendert' 'nominatie' 'arnoldus' 'verkiezing' 'raaden' 'prins'
 'blankert' 'hasselaar' 'anthonij' 'bicker' 'geeligeert' 'aangestelt'
 'samuel' 'christiaan']",132,4,114,169,187
263,263,"['extract' 'gedagteekent' 'brief' 'vertaelinge' 'hoogmogende' 'gend'
 'geschreven' 'gezonden' 'congres' 'vertaeling' 'verklaeringe' 'volgt'
 'zyne' 'pruyssen' 'keyzerlyke' 'commandant' 'minister' 'copye' 'daed'
 'vaderlandsche' 'myne' 'vrankryk' 'stukken' 'belgische' 'gy' 'leger'
 'uyt' 'vrankrijk' 'keyzer' 'genomen' 'gesteld' 'vyand' 'oostenryksche'
 'krygs' 'my' 'resolutien' 'aengekomen' 'zyn' 'troupen' 'inhoud'
 'vaderlands' 'gedrag' 'koning' 'had' 'antwoord' 'hand' 'generaels'
 'gedeputeerden' 'departement' 'zaek']",132,8,86,128,155
264,264,"['koetzen' 'reijen' 'gesalueert' 'koets' 'jagt' 'geleid' 'geselschap'
 'hoogheid' 'alwaar' 'vorstelijke' 'carolina' 'verwelkomt' 'stadhuis'
 'admiraliteid' 'haare' 'bespannen' 'gevolg' 'intrek' 'gezeten'
 'koninglijke' 'hoogst' 'hoogheijd' 'reed' 'begroet' 'erfstadhouder'
 'doorlugtige' 'dames' 'zaal' 'eerepoort' 'oranje' 'paarden' 'aldaar'
 'zag' 'burgerije' 'reijze' 'koetsen' 'denzelve' 'aankomst' 'doorl'
 'kwamen' 'vaandels' 'geplaatst' 'westerpoort' 'vervolgens' 'gezelschap'
 'hoezee' 'hoogheden' 'vlaggen' 'ingang' 'uuren']",131,11,76,66,86
265,265,"['franchois' 'jaecques' 'platse' 'joos' 'dheer' 'joncker' 'anthone' 'jo'
 'vander' 'ontfangher' 'louijs' 'villegas' 'burghm' 'midts' 'baptiste'
 'geldre' 'adriaen' 'ghestelt' 'vanden' 'ian' 'lauwe' 'donnaes' 'filius'
 'int' 'hooghe' 'obijt' 'vande' 'haerlieder' 'jacques' 'heere' 'cardon'
 'peene' 'walle' 'burghmeester' 'niclais' 'dhandt' 'michiel' 'meester'
 'opden' 'hemlieden' 'aprijl' 'franchoijs' 'coste' 'greffier' 'rentier'
 'mre' 'camere' 'broucke' 'andries' 'overwaele']",131,4,105,157,207
266,266,"['hoogheid' 'stadhuis' 'koetzen' 'aanspraak' 'intrek' 'doorl' 'oranje'
 'erfstadhouder' 'hoogheijd' 'geleid' 'deed' 'vergaderd' 'alwaar' 'kwamen'
 'zag' 'jagt' 'zaal' 'deszelfs' 'hield' 'regeering' 'raad' 'gevolg'
 'audientie' 'afscheid' 'hoogh' 'zich' 'aankomst' 'gelegenheid' 'naam'
 'schutterij' 'werd' 'vervolgens' 'aldaar' 'had' 'verzogt' 'waar'
 'burgers' 'bekend' 'intusschen' 'hoogst' 'hoogstdezelve' 'gevraagd'
 'haare' 'verzoek' 'gezelschap' 'deezer' 'maakten' 'bodens' 'gezeten'
 'uit']",131,13,78,148,156
267,267,"['abdye' 'parck' 'geertruyden' 'prelaet' 'park' 'abt' 'altyt' 'verrandert'
 'gekoght' 'publiekelyk' 'clooster' 'gezeyt' 'diestersche' 'eerwaarde'
 'iser' 'peeters' 'refugie' 'tongerloo' 'baudeloo' 'gewesene' 'aenstonts'
 'abdyen' 'genoemt' 'wird' 'kerke' 'loven' 'patrioten' 'predikheeren'
 'capucienen' 'wegh' 'grimbergen' 'solemnelyk' 'vrouwe' 'geleyt' 'gelyk'
 'bernaerts' 'gewese' 'magh' 'geescorteert' 'gevoert' 'vergezelschapt'
 'eerw' 'daegelyks' 'dater' 'eerweerden' 'uyt' 'welken' 'geweest'
 'gebraght' 'gewesen']",131,10,59,96,117
268,268,"['pp' 'paters' 'clooster' 'religieusen' 'carmeliten' 'capucijnen'
 'cloosters' 'discalsen' 'augustynen' 'capucienen' 'predicheeren'
 'augustijnen' 'jesuiten' 'predickheeren' 'minderbroeders' 'gewesene'
 'mindebroeders' 'predikheeren' 'claeren' 'kercke' 'carmelieten'
 'broeders' 'processie' 'bogaerden' 'iersche' 'klooster' 'religeusen'
 'ordens' 'kerck' 'susters' 'recollecten' 'baudeloo' 'gesupprimeert'
 'nonnen' 'guardiaen' 'devotie' 'kercken' 'gejaegt' 'refter' 'huysen'
 'gehaelt' 'gekoght' 'religieus' 'huys' 'reliquien' 'abdye' 'barbara'
 'abdije' 'convent' 'octave']",130,14,85,83,99
269,269,"['comissarius' 'bethanien' 'godtshuys' 'xvic' 'mertens' 'priorinne'
 'prior' 'magdalena' 'godtshuyse' 'elst' 'augustyn' 'suster' 'nonne'
 'onsen' 'clara' 'xxiiij' 'rector' 'convente' 'jare' 'stont' 'pater' 'xvc'
 'xxiij' 'xxij' 'martinus' 'livinus' 'xvij' 'mater' 'anthonij' 'convent'
 'inden' 'iij' 'loven' 'xxviij' 'xviij' 'professie' 'anthonis' 'peeter'
 'truyden' 'eerw' 'religien' 'int' 'xvj' 'xxx' 'habijt' 'elisabeth'
 'sinte' 'selven' 'wesende' 'cost']",130,12,46,26,82
270,270,"['klok' 'gegoten' 'wegende' 'lb' 'toorn' 'weeght' 'gieten' 'geborsten'
 'tooren' 'klokken' 'gewogen' 'klock' 'pondt' 'hemonij' 'kerk' 'gewigt'
 'grootste' 'weecht' 'clocke' 'geluijd' 'beijaert' 'ponden' 'clocken'
 'spits' 'metael' 'klocke' 'ghegoten' 'geplaast' 'thoren' 'ijzere'
 'geplaatst' 'lood' 'gemaakt' 'stv' 'loot' 'pond' 'klokke' 'stads'
 'speelen' 'coperen' 'denzelve' 'geluyd' 'toren' 'waag' 'pont' 'smeer'
 'stuiv' 'uuren' 'baas' 'orgel']",130,10,72,45,59
271,271,"['friesch' 'genootschap' 'hield' 'vergadering' 'redevoering' 'taal'
 'voorzitter' 'verslag' 'werkzaamheden' 'lid' 'waarna' 'friesche'
 'geschiedenis' 'betrekking' 'genoodschap' 'benoemd' 'deed' 'goedgekeurd'
 'had' 'grietman' 'gelegenheid' 'boeken' 'leeuwarden' 'gescheiden' 'deze'
 'woord' 'bestuur' 'goedkeuring' 'besloot' 'eeuw' 'zaak' 'gebruik'
 'bestond' 'oorsprong' 'bekend' 'vergaderingen' 'naderhand' 'genoegen'
 'verkiezen' 'bijzonderheden' 'verzogt' 'enz' 'tevens' 'redenvoering'
 'zich' 'werd' 'wielen' 'naam' 'huize' 'verzoek']",129,4,88,52,70
272,272,"['gelyck' 'hoocheyt' 'genoch' 'dyen' 'byde' 'vyant' 'overmidts' 'nyet'
 'daeraff' 'drye' 'byden' 'vryheyt' 'borgerye' 'peryckel' 'ghene'
 'schutteryen' 'moegen' 'vynden' 'gebruycken' 'gelegentheyt' 'gemeyn'
 'dwelck' 'gemeynen' 'soe' 'peys' 'borgeren' 'wycken' 'lith' 'vuyt'
 'dekenen' 'gemeyne' 'eertyts' 'gemeynte' 'nochtans' 'vrome' 'beloeft'
 'ierste' 'gemaect' 'alsoe' 'seynden' 'haerder' 'oft' 'pacificatie'
 'daernae' 'catholycke' 'persoenen' 'alnoch' 'sulcx' 'maiesteyt' 'yet']",129,13,67,64,60
273,273,"['hearn' 'berlin' 'pruyssen' 'verzekeringe' 'minister' 'congres' 'gerught'
 'zelf' 'eyndelyk' 'aenstonts' 'hy' 'verranderinge' 'altyt' 'rugge'
 'frederic' 'wynig' 'gerustheyd' 'noghtans' 'mynheer' 'vraegen' 'vrankryk'
 'gink' 'onderhandelinge' 'maetregels' 'welken' 'verzekert' 'my'
 'souvereyn' 'oostenryksche' 'gezeyt' 'maekte' 'kenbaer' 'escort' 'koning'
 'tyd' 'vyand' 'nootzaekelyk' 'eupen' 'wynigh' 'aengezien' 'uyt' 'verraed'
 'myne' 'gelegentheyd' 'argenteau' 'vounck' 'wird' 'waerlyk'
 'kloekmoedigheyd' 'aenbieden']",128,8,17,52,90
274,274,"['volck' 'soe' 'appoinctement' 'stercke' 'vyant' 'alsoe' 'macht'
 'knechten' 'syde' 'sterckten' 'ingenomen' 'ruteren' 'beleghert' 'comen'
 'belegh' 'uut' 'waelen' 'hebbent' 'ontsetten' 'gecomen' 'cryghen'
 'behoeff' 'nochtans' 'geusen' 'welck' 'gebrocht' 'trocken' 'sterck'
 'vlucht' 'forten' 'borghers' 'casteel' 'spaengaerden' 'governeur'
 'siende' 'soldaten' 'bynnen' 'metten' 'sich' 'trecken' 'maecten'
 'daernae' 'desse' 'mochten' 'connen' 'borgeren' 'ghenade' 'ghewelt'
 'gelyck' 'doort']",127,1,97,219,296
275,275,"['fijke' 'zie' 'echter' 'kort' 'deze' 'deeze' 'oorlog' 'pag' 'had'
 'algemeene' 'welke' 'tijd' 'bekend' 'lands' 'thans' 'jaar' 'gemeld'
 'voorbeeld' 'maatschappij' 'volgende' 'vind' 'staat' 'zulk' 'aanvang'
 'zaaken' 'rampen' 'holland' 'nederland' 'reeds' 'wierd' 'watervloed'
 'zogt' 'ingezetenen' 'waardig' 'vaderland' 'wijl' 'nederlandsche' 'werk'
 'regeering' 'gesteld' 'verzekerd' 'gedeelte' 'deezen' 'zaak' 'verhaal'
 'naderhand' 'rijken' 'volken' 'gelukkig' 'eerlang']",126,12,66,83,96
276,276,"['vogel' 'afgeschoten' 'gilde' 'prysen' 'vogels' 'schietspel' 'schieten'
 'silvere' 'geschoten' 'prys' 'gilden' 'weerdig' 'bestaende' 'lovensche'
 'horlogie' 'savel' 'vereert' 'zilvere' 'savonts' 'prijsen' 'weerdigh'
 'herberge' 'merckt' 'silveren' 'liefhebbers' 'schermers' 'bal' 'waervoor'
 'spel' 'oppersten' 'afschieten' 'wisselgelt' 'ouden' 'avonts'
 'brusselsche' 'vdn' 'scheut' 'busse' 'opgestelt' 'confrerie' 'teweten'
 'pot' 'jongen' 'savonds' 'gildens' 'vergulde' 'sag' 'opperste' 'vergult'
 'synde']",125,11,90,107,83
277,277,"['ijzers' 'scherpregter' 'tentoongestelt' 'crimineelen' 'staek'
 'correctiehuijs' 'overtuijgt' 'regtsbank' 'braeke' 'schavot' 'gewoont'
 'dieften' 'eijnden' 'geboortig' 'stijle' 'gecondemneert' 'placaet'
 'begaen' 'oudt' 'landthuijs' 'straffe' 'gebonden' 'lest' 'veroordeelt'
 'verwesen' 'executie' 'gekleet' 'jaeren' 'diefte' 'braeken' 'begaene'
 'gegeesselt' 'stelen' 'faiten' 'moogt' 'geapparendeert' 'jongman'
 'aengeslaegen' 'sententie' 'werkman' 'toenaem' 'vrouwspersoon' 'vrijen'
 'root' 'kortrijk' 'dief' 'hooft' 'galge' 'gehegt' 'slaegen']",123,7,116,98,80
278,278,"['religieusen' 'abdye' 'clooster' 'gejaegt' 'cloosters' 'capucienen'
 'paters' 'pp' 'abdyen' 'huys' 'augustynen' 'haer' 'gegaen' 'nonnen'
 'gewesene' 'discalsen' 'predikheeren' 'susters' 'gehaelt' 'vrouwe'
 'klooster' 'baudeloo' 'religeusen' 'bogaerden' 'syn' 'mans' 'religieus'
 'mindebroeders' 'ordens' 'sy' 'synde' 'rycke' 'wegh' 'prelaet' 'huysen'
 'canonicken' 'wyse' 'claeren' 'geertruyden' 'kerck' 'capucijnen'
 'augustijnen' 'deure' 'carmeliten' 'biddende' 'iersche' 'abt'
 'predicheeren' 'religieuse' 'broeders']",122,14,95,141,140
279,279,"['doge' 'venetien' 'vercoren' 'senaet' 'blijtschaep' 'roome' 'romeijn'
 'vreucht' 'succederen' 'regierde' 'ghestorven' 'jaere' 'teeckenen'
 'republique' 'gheregiert' 'regieringhe' 'paus' 'innocentius' 'hertoch'
 'sarasijnen' 'francisco' 'sijnen' 'pausdom' 'edelen' 'pontificat'
 'gregorius' 'clemens' 'urbanus' 'rijcke' 'ghecroont' 'doorluchtich'
 'gheboren' 'regieren' 'heijlicheijt' 'turckschen' 'blijdtschaep' 'genua'
 'saecken' 'italien' 'jerusolem' 'regierijnghe' 'napels' 'benedictus'
 'galleijen' 'ghecoren' 'cloosteren' 'overleedt' 'keijser' 'rijck' 'turck']",122,12,12,19,21
280,280,"['vreughden' 'luijen' 'vreughde' 'ondert' 'ent' 'klocken' 'salvos'
 'ghesonghen' 'reidts' 'gealierde' 'laudamus' 'deum' 'koninckx'
 'blijtschap' 'cronijke' 'vranckerijck' 'savonts' 'allen' 'canon' 'salvo'
 'pecktonnen' 'brusselen' 'onsteken' 'flambeuwen' 'lanckx' 'gantschen'
 'losbranden' 'singhen' 'souverijn' 'spelen' 'herhaelt' 'gevolgh'
 'continuerde' 'ront' 'gantsche' 'enghelant' 'blijdtschap' 'ueren'
 'gheviert' 'onser' 'vlanderen' 'innemen' 'wirt' 'gesongen' 'lanck'
 'ditte' 'volckx' 'snoenens' 'insetenen' 'platsen']",122,11,114,209,147
281,281,"['eerepoort' 'palm' 'geschilderd' 'vercierd' 'boog' 'bloemen' 'colommen'
 'geplaast' 'hoogheijd' 'vierkant' 'konstig' 'verbeeldende' 'geschildert'
 'hoeken' 'midden' 'geplaatst' 'ingang' 'vercierde' 'fraaij' 'verbeeld'
 'stond' 'gedaante' 'levendige' 'oranje' 'zag' 'stadshuijs' 'breed'
 'kroon' 'faam' 'gezigt' 'wapen' 'boom' 'ronde' 'colom' 'vorstelijke'
 'beeld' 'hoogte' 'gedekt' 'couleuren' 'opgerigt' 'versierd' 'hing' 'net'
 'geplant' 'hand' 'lijst' 'tuijn' 'verligt' 'letters' 'afbeeldsel']",122,11,87,73,76
282,282,"['vinck' 'lansmans' 'verraet' 'tormenten' 'beul' 'verraedt' 'guardiaen'
 'court' 'onthalst' 'seijde' 'pater' 'vraegde' 'seggende' 'ick' 'licham'
 'gesproocken' 'rector' 'antwoorde' 'rock' 'bidde' 'hetwelck' 'ghij'
 'seyde' 'saeck' 'couragie' 'minnebroeders' 'steecken' 'bodd' 'denckende'
 'captijn' 'puncten' 'propoosten' 'bichten' 'gecoomen' 'ontdeckt' 'deur'
 'gebedt' 'sult' 'maestrecht' 'aft' 'geantwoort' 'weesende' 'dencken'
 'oogen' 'weeten' 'hebbe' 'vraechde' 'seeckeren' 'geloove' 'seggen']",121,7,101,71,67
283,283,"['longziekte' 'stuks' 'akkrum' 'hofstra' 'eigen' 'belasting' 'verklaard'
 'eigenaar' 'vroeger' 'afgemaakt' 'vleer' 'geld' 'waarvan' 'grietenij'
 'betaald' 'thans' 'bestuur' 'aanwezig' 'tothiertoe' 'daarvan' 'friesland'
 'gedood' 'maand' 'week' 'waarde' 'laatste' 'echter' 'koejen' 'heerscht'
 'naderhand' 'kalven' 'daartoe' 'ruim' 'maanden' 'bestaan' 'daarvoor'
 'dijkstra' 'ongeveer' 'fondsen' 'huur' 'gld' 'guld' 'gezamentlijk'
 'ziekte' 'maar' 'gesteld' 'verscheidene' 'oldeboorn' 'verkocht' 'verkoop']",118,6,103,115,146
284,284,"['vloed' 'hooger' 'water' 'dijken' 'zeewater' 'vloet' 'watervloed'
 'overstroomd' 'brak' 'beschadigt' 'doorgebroken' 'storm' 'hoogte'
 'doorbraak' 'dijk' 'menschen' 'gezonken' 'verdronken' 'vloeden' 'dijcken'
 'waardoor' 'diep' 'verdroncken' 'zeedijken' 'dyken' 'golven' 'gaten'
 'gat' 'zeedijk' 'ingestort' 'waeter' 'voeten' 'gebrooken' 'balken'
 'plaatsen' 'zuijder' 'hout' 'duim' 'geslagen' 'gevaar' 'gevist'
 'gedreven' 'zuyder' 'zee' 'halve' 'klijn' 'solders' 'vat' 'dyk' 'masten']",118,9,77,130,149
285,285,"['commediehuijs' 'vertoont' 'aenschouwers' 'commedie' 'daegelijcks'
 'tonneel' 'opera' 'theater' 'schouwburg' 'vrijdagmart' 'liefhebbers'
 'foire' 'goon' 'herberge' 'gevolgt' 'konsten' 'deelen' 'uijtvoer'
 'representatie' 'konstig' 'menige' 'duijsenden' 'zaeg' 'eenider'
 'behalvens' 'afgeslaegen' 'wondere' 'verscheijde' 'sondaegen'
 'waterhalle' 'vlaemsche' 'eijndigen' 'verciert' 'exercitien' 'spel'
 'naermiddag' 'konst' 'vertooningen' 'vertooning' 'geplaest' 'avons'
 'daegelijks' 'gevolgentlijk' 'noijt' 'koninglijk' 'gelijckelijk' 'dansen'
 'daegen' 'bal' 'saeg']",118,4,110,43,52
286,286,"['poortermans' 'eyk' 'melvill' 'gevaerts' 'fauvarcq' 'mirell' 'hoyer'
 'swalmius' 'hogendijk' 'mirel' 'præsident' 'roest' 'aarden' 'burgermr'
 'declaratoir' 'sluis' 'crap' 'sandifort' 'notulen' 'graafland' 'warrij'
 'aantekening' 'accordeert' 'hogerwaard' 'andel' 'raaden'
 'burgermeesteren' 'dam' 'gereserveert' 'gedelibereert' 'resolutie'
 'geinsereert' 'burgermrn' 'protest' 'scheepenen' 'onderstond' 'agtb'
 'achtb' 'dr' 'meerderheid' 'vroedschappen' 'goedgevonden' 'agtbaare'
 'magistraat' 'thesaurier' 'zodanige' 'burgermeester' 'verstaan'
 'vroedschap' 'brielle']",117,2,103,99,135
287,287,"['correctiehuijs' 'begaene' 'faiten' 'geapparendeert' 'overtuijgt'
 'vangenisse' 'dieften' 'begaen' 'ijzers' 'crimineelen' 'gecondemneert'
 'straffe' 'veroordeelt' 'tentoongestelt' 'braeke' 'scherpregter'
 'verwesen' 'vangenis' 'beweegt' 'diefte' 'regtsbank' 'schavot' 'staek'
 'eijnden' 'sententie' 'moorder' 'slaegen' 'vrouwspersoon' 'vermelt'
 'voorseker' 'gewillig' 'vastgenomen' 'egte' 'vergeleijt' 'hiervooren'
 'dief' 'oudt' 'verscheijde' 'moorders' 'gebonden' 'executie' 'landthuijs'
 'gekleet' 'seffens' 'hetzelve' 'gewoont' 'gegeesselt' 'barge' 'jaeren'
 'zoodaenig']",115,7,109,206,267
288,288,"['dieven' 'diefte' 'gestolen' 'geapparendeert' 'begaen' 'dieften'
 'opengebroken' 'gepasseerden' 'merckelijcke' 'braeke' 'braeken'
 'bestolen' 'daeruijt' 'vangenisse' 'betrapt' 'dief' 'effecten' 'geldt'
 'gevonden' 'begaene' 'besig' 'overtuijgt' 'correctiehuijs' 'vangenis'
 'beweegt' 'faiten' 'egte' 'ijzers' 'verdagt' 'waerschijnelijk' 'nagt'
 'gebuerde' 'medegenomen' 'vastgenomen' 'verscheijde' 'vrouwspersoon'
 'zoodaenig' 'hofstede' 'voorseker' 'hetzelve' 'sr' 'gevlugt' 'mogelijks'
 'dusdaenig' 'moorders' 'genoegsaem' 'juweelen' 'ontdekt' 'winckel'
 'huijse']",114,7,113,232,243
289,289,"['eveque' 'suffragant' 'saint' 'sest' 'suffragaen' 'xx' 'pierre' 'claude'
 'louis' 'jean' 'geweyd' 'prix' 'baptiste' 'henri' 'francois' 'joseph'
 'france' 'archeveque' 'franc' 'diocese' 'espagne' 'revolution' 'mort'
 'louvain' 'cure' 'etoit' 'premiere' 'geboren' 'michel' 'paris' 'premier'
 'annee' 'la' 'sens' 'luniversite' 'son' 'fut' 'guillaume' 'charles' 'du'
 'martin' 'vient' 'bis' 'greffiers' 'deja' 'une' 'annees' 'nomme'
 'apostolique' 'font']",113,15,25,550,135
290,290,"['mater' 'susteren' 'convent' 'convente' 'pater' 'convents' 'darde' 'out'
 'geset' 'suster' 'sterf' 'maant' 'susters' 'eerwaerde' 'genade' 'werelt'
 'overleede' 'amersfoort' 'aant' 'gehat' 'jaaren' 'hat' 'siele' 'doe'
 'hooghwde' 'priorinne' 'professie' 'habyt' 'peter' 'eerw' 'swaar' 'sodat'
 'all' 'prior' 'onses' 'nonne' 'twe' 'godts' 'vrinde' 'maande' 'broederen'
 'comissarius' 'juffrou' 'leeven' 'droefheyt' 'hoer' 'genaden'
 'godtshuyse' 'naa' 'ons']",113,12,67,122,102
291,291,"['wyth' 'wolden' 'zsuolle' 'desse' 'stath' 'weren' 'quemen' 'solden'
 'groenynghen' 'woe' 'raeth' 'hoer' 'wolde' 'uuth' 'sie' 'myt' 'greven'
 'hoep' 'dessen' 'to' 'yn' 'onssen' 'hefft' 'hie' 'toeghen' 'voele' 'guet'
 'onsse' 'solde' 'guede' 'greve' 'hyr' 'hartich' 'doe' 'holden' 'alse'
 'ghewest' 'wyllen' 'gelderschen' 'dyt' 'hyer' 'fursten' 'furst' 'hoeren'
 'ffursten' 'cloester' 'heben' 'synt' 'ruteren' 'mytten']",113,15,28,52,43
292,292,"['centimen' 'francs' 'begroot' 'devis' 'geschat' 'aenbesteed' 'fr'
 'werken' 'cent' 'somme' 'beloopen' 'centimes' 'voltrekken' 'lot'
 'sestigh' 'tydstip' 'besluyt' 'twintigh' 'gezeyd' 'onkosten' 'mairie'
 'bepaeld' 'betaeld' 'betaelen' 'bureau' 'aengenomen' 'geld' 'beloop'
 'gemaekt' 'franken' 'dertigh' 'betaelinge' 'total' 'openinge' 'rekenen'
 'verhoogen' 'maeken' 'plans' 'duysent' 'gekost' 'vyfthien' 'weirde'
 'guldens' 'lasten' 'beloopt' 'gene' 'dry' 'verbintenisse' 'gelyke'
 'reparatie']",113,2,94,123,112
293,293,"['suster' 'nonne' 'godtshuyse' 'out' 'sterf' 'convente' 'xxx' 'xxiij'
 'mater' 'iiij' 'orden' 'werelt' 'xiij' 'comissarius' 'xxv' 'magdalena'
 'elisabeth' 'priorinne' 'xix' 'xviij' 'viij' 'geheeten' 'gescheyden' 'xl'
 'gecleet' 'xvij' 'xxviij' 'prior' 'susteren' 'religien' 'xvc' 'professie'
 'beminde' 'habijt' 'cost' 'xxiiij' 'vij' 'iij' 'lxxx' 'onsen' 'lx' 'jare'
 'xxvi' 'convent' 'xxij' 'droefheyt' 'wt' 'xij' 'inden' 'bruyt']",113,12,93,88,98
294,294,"['hallum' 'lijkle' 'jongbeesten' 'verhuurd' 'gehuurd' 'zwager' 'pollen'
 'bokke' 'afspraak' 'tjalhuizen' 'sijtze' 'hedenmorgen' 'naar' 'huis'
 'ijtje' 'wijl' 'kwamen' 'toen' 'huur' 'hanna' 'hotze' 'bragten' 'haalde'
 'weide' 'kwam' 'sipke' 'reis' 'tothiertoe' 'klaaske' 'hallumer'
 'ongeveer' 'tezamen' 'gegaan' 'akke' 'thans' 'kon' 'eigen' 'had' 'uur'
 'wijger' 'eigene' 'melkvee' 'echter' 'klaas' 'bezogte' 'maar' 'heb'
 'dieuwke' 'krijgen' 'kleine']",112,6,99,326,207
295,295,"['godtshuyse' 'suster' 'xxiij' 'xxx' 'xvc' 'xxv' 'geheeten' 'out' 'xl'
 'comissarius' 'nonne' 'xvij' 'xxij' 'xviij' 'xxviij' 'xix' 'convente'
 'xxiiij' 'bethanien' 'onsen' 'wesende' 'xiij' 'inden' 'xxi' 'magdalena'
 'jare' 'mertens' 'priorinne' 'xvic' 'dach' 'xxvi' 'godtshuys' 'xiiij'
 'mater' 'viij' 'vij' 'bruyt' 'sterf' 'cost' 'elisabeth' 'januario' 'lxxx'
 'xij' 'prior' 'es' 'iij' 'up' 'maent' 'gecleet' 'iiij']",112,12,96,100,77
296,296,"['ghebannen' 'ghegeesselt' 'ghehanghen' 'galghe' 'ghecondempneert'
 'ghegheselt' 'justicie' 'gherecht' 'sententie' 'ghebonden' 'vanghenesse'
 'coorde' 'ghecondemneert' 'schavodt' 'strop' 'afghesneden' 'ghebrocht'
 'gheweest' 'ghevanghen' 'hals' 'sgraven' 'ghewesen' 'gheexecuteert'
 'pacienten' 'ghestelt' 'potente' 'viere' 'onthooft' 'ghevoert' 'hanghen'
 'ghestolen' 'gegeesselt' 'mesdaet' 'ghehangen' 'ghesteken' 'ghehaelt'
 'gheleijt' 'ghebortigh' 'ghevonden' 'causen' 'wasser' 'verwesen' 'upde'
 'gheexamineert' 'scherprechter' 'ghehadt' 'ghedaen' 'brocht' 'iaeren'
 'uuyt']",112,7,101,135,109
297,297,"['vasten' 'vleesch' 'eten' 'toegelaeten' 'uytgenomen' 'gebruyk' 'vrydag'
 'zondagen' 'eyeren' 'aenstaenden' 'geoorloft' 'dags' 'zaterdag' 'derven'
 'vet' 'maeltyd' 'bouillon' 'woensdag' 'donderdag' 'weke' 'gebruyken'
 'uijtgenomen' 'sondaegen' 'eetwaeren' 'mandement' 'visch' 'altyd'
 'beginnen' 'elken' 'behalvens' 'palm' 'sondag' 'sondagh' 'onthouden'
 'bulle' 'verplicht' 'saterdagh' 'daegen' 'dagen' 'paesschen' 'vlees'
 'verkoopen' 'spijsen' 'behelst' 'zondag' 'geloovige' 'geduerende' 'asch'
 'daegs' 'mael']",112,14,87,33,43
